"Dictamen";"Antiguedad.Trabajo";"Vivienda";"Plazo";"Edad";"Estado.civil";"Registros";"Tipo.trabajo";"Gastos";"Ingresos";"Patrimonio";"Cargas.patrimoniales";"Importe.solicitado";"Precio.del.bien.financiado"
"positiu";1;"pares";36;36;"solter";"reg_no";"Fix";35;120;0;0;1000;2470
"negatiu";15;"lloguer";60;33;"casat";"reg_si";"Auto";64;36;0;0;1150;1150
"positiu";15;"escriptura";36;41;"casat";"reg_no";"Auto";90;129;16000;0;1000;1655
"positiu";6;"pares";60;23;"casat";"reg_no";"Fix";45;125;0;0;900;1389
"positiu";8;"altres viv";48;30;"casat";"reg_no";"Fix";75;156;0;0;1100;1310
"negatiu";12;"escriptura";60;27;"casat";"reg_no";"Fix";60;72;2500;1300;750;758
"positiu";8;"altres viv";24;33;"casat";"reg_no";"Fix";75;166;0;0;1150;1770
"negatiu";1;"pares";36;23;"solter";"reg_no";"Temp";35;75;0;0;350;425
"positiu";22;"escriptura";24;41;"casat";"reg_no";"Fix";90;125;4700;400;250;1035
"positiu";20;"lloguer";60;52;"casat";"reg_no";"Auto";70;250;4100;0;1200;1226
"positiu";25;"escriptura";36;58;"casat";"reg_no";"Fix";45;128;30000;0;1500;1750
"positiu";11;"escriptura";36;46;"casat";"reg_no";"Fix";60;155;16500;0;1000;1800
"positiu";4;"escriptura";60;28;"casat";"reg_no";"Fix";60;459;22000;9700;600;2150
"positiu";9;"escriptura";48;38;"casat";"reg_no";"Fix";75;360;8000;4000;1700;1713
"negatiu";1;"lloguer";36;39;"casat";"reg_no";"Fix";85;100;0;0;600;975
"positiu";10;"lloguer";60;24;"casat";"reg_no";"Fix";53;80;0;0;400;650
"positiu";4;"escriptura";60;41;"casat";"reg_no";"Fix";90;250;10000;2000;800;916
"positiu";24;"altres viv";36;51;"casat";"reg_no";"Fix";45;105;0;0;625;625
"positiu";30;"escriptura";36;56;"casat";"reg_si";"Auto";105;300;30000;1300;1100;1318
"positiu";1;"altres viv";24;24;"casat";"reg_no";"Auto";60;137;0;0;300;750
"positiu";20;"escriptura";12;49;"casat";"reg_no";"Fix";90;110;15000;0;125;325
"positiu";1;"escriptura";36;21;"solter";"reg_no";"Fix";35;127;10000;0;850;1014
"negatiu";13;"escriptura";60;34;"separat";"reg_no";"Fix";35;56;7000;1500;1250;1525
"positiu";1;"escriptura";60;38;"casat";"reg_no";"Fix";90;75;5000;0;1000;1144
"positiu";2;"escriptura";36;58;"vidu";"reg_no";"Other";35;52;4000;0;400;550
"positiu";0;"pares";60;39;"solter";"reg_no";"Fix";35;100;0;0;1000;1556
"positiu";14;"lloguer";60;60;"casat";"reg_no";"Fix";62;170;8000;0;915;1396
"positiu";6;"contr_privat";60;23;"solter";"reg_no";"Fix";35;150;5050;3800;1000;2470
"positiu";17;"escriptura";12;37;"casat";"reg_no";"Fix";75;188;7000;1000;600;1890
"positiu";8;"contr_privat";36;48;"casat";"reg_si";"Fix";75;175;1000;0;475;575
"positiu";4;"pares";60;26;"casat";"reg_no";"Fix";45;64;0;0;1150;1294
"negatiu";1;"pares";36;23;"solter";"reg_no";"Temp";35;110;0;0;650;710
"positiu";13;"escriptura";60;34;"casat";"reg_no";"Fix";45;186;3000;0;1900;2600
"positiu";19;"escriptura";60;46;"solter";"reg_no";"Fix";75;140;6000;0;1800;1849
"positiu";12;"escriptura";12;51;"casat";"reg_no";"Auto";45;200;2000;0;350;450
"positiu";13;"escriptura";60;45;"casat";"reg_no";"Fix";90;135;4750;3500;1100;1369
"positiu";4;"escriptura";60;55;"casat";"reg_no";"Fix";45;130;9000;0;1800;2281
"negatiu";0;"escriptura";48;39;"casat";"reg_no";"Auto";60;200;5500;0;3075;4575
"positiu";6;"pares";60;33;"casat";"reg_si";"Temp";60;0;0;0;1250;1332
"positiu";12;"lloguer";36;52;"casat";"reg_no";"Auto";75;0;3500;0;200;1240
"positiu";11;"escriptura";60;26;"casat";"reg_no";"Fix";45;90;3000;0;900;931
"positiu";31;"escriptura";60;47;"casat";"reg_no";"Fix";60;175;8000;1500;1000;1330
"positiu";2;"escriptura";18;31;"casat";"reg_no";"Temp";90;197;5000;300;860;1192
"negatiu";3;"escriptura";48;50;"casat";"reg_no";"Fix";90;125;12000;0;800;950
"positiu";6;"escriptura";36;39;"casat";"reg_si";"Auto";45;170;14000;1200;1100;1900
"negatiu";10;"lloguer";48;36;"casat";"reg_si";"Auto";100;247;0;0;1500;1810
"negatiu";0;"altres viv";60;47;"casat";"reg_si";"Other";45;250;100000;0;1300;1700
"positiu";20;"escriptura";24;45;"casat";"reg_no";"Fix";75;130;5000;0;450;1318
"positiu";8;"altres viv";24;40;"casat";"reg_si";"Fix";75;207;0;0;600;750
"negatiu";15;"lloguer";60;36;"casat";"reg_si";"Auto";97;65;0;0;1000;1168
"positiu";2;"escriptura";36;43;"casat";"reg_si";"Auto";90;180;8000;560;700;1300
"negatiu";4;"escriptura";48;44;"casat";"reg_no";"Auto";60;250;40000;9300;700;1111
"positiu";1;"escriptura";60;55;"casat";"reg_no";"Other";45;129;3000;0;970;1264
"negatiu";0;"lloguer";60;32;"casat";"reg_no";"Auto";90;0;0;0;1600;1692
"negatiu";1;"altres viv";48;26;"solter";"reg_no";"Temp";35;116;2000;0;1100;1123
"positiu";9;"escriptura";60;33;"casat";"reg_no";"Fix";75;88;2500;0;1000;1386
"positiu";11;"lloguer";24;27;"casat";"reg_no";"Temp";72;120;0;0;900;1395
"negatiu";2;"lloguer";60;24;"casat";"reg_no";"Fix";70;100;0;0;900;1127
"positiu";0;"escriptura";60;29;"casat";"reg_no";"Fix";60;100;5000;0;800;960
"negatiu";1;"pares";60;20;"solter";"reg_no";"Auto";35;113;13000;0;1500;2179
"positiu";20;"escriptura";36;46;"casat";"reg_si";"Auto";105;80;9000;0;850;886
"positiu";30;"escriptura";60;62;"casat";"reg_no";"Fix";60;150;3200;400;800;1314
"negatiu";0;"altres viv";36;49;"casat";"reg_si";"Auto";75;0;0;0;2400;2800
"positiu";2;"pares";60;27;"solter";"reg_no";"Fix";35;71;3500;0;600;960
"negatiu";1;"lloguer";60;52;"divorciat";"reg_no";"Fix";55;99;0;0;750;873
"positiu";2;"altres viv";36;26;"solter";"reg_no";"Fix";35;63;0;0;300;1111
"negatiu";5;"escriptura";60;43;"casat";"reg_si";"Auto";75;166;7000;700;1000;1040
"positiu";15;"pares";60;34;"casat";"reg_no";"Fix";45;108;0;0;1000;1995
"positiu";15;"lloguer";60;37;"casat";"reg_no";"Fix";58;134;500;0;900;1333
"positiu";5;"lloguer";36;37;"casat";"reg_no";"Fix";74;138;0;0;900;1358
"positiu";3;"escriptura";48;39;"casat";"reg_no";"Fix";60;110;3000;0;1270;1613
"positiu";2;"escriptura";60;26;"casat";"reg_no";"Fix";45;160;3500;0;1300;1855
"positiu";2;"escriptura";60;34;"casat";"reg_no";"Fix";60;176;4000;450;1800;2271
"negatiu";1;"pares";60;30;"separat";"reg_no";"Temp";35;70;0;0;925;925
"positiu";4;"lloguer";60;26;"casat";"reg_no";"Fix";51;60;0;0;1750;1950
"positiu";20;"altres viv";6;58;"casat";"reg_si";"Fix";45;130;0;0;500;2058
"positiu";1;"pares";60;36;"solter";"reg_no";"Fix";35;176;0;0;1100;1600
"positiu";13;"escriptura";60;40;"casat";"reg_no";"Fix";90;130;3000;0;800;860
"positiu";7;"escriptura";36;49;"vidu";"reg_no";"Fix";35;108;12000;0;350;875
"positiu";15;"escriptura";60;55;"casat";"reg_no";"Auto";60;0;6500;3650;1200;1710
"positiu";1;"escriptura";60;25;"casat";"reg_no";"Auto";60;150;10000;2000;1000;1260
"positiu";6;"lloguer";36;33;"casat";"reg_no";"Fix";108;183;0;0;950;1705
"positiu";18;"lloguer";60;38;"casat";"reg_no";"Fix";56;108;0;0;1000;1307
"positiu";15;"altres viv";36;38;"casat";"reg_si";"Auto";90;200;6000;0;1550;1982
"positiu";11;"lloguer";12;33;"casat";"reg_no";"Fix";78;180;0;0;300;1479
"negatiu";0;"pares";48;22;"solter";"reg_si";"WTUnk";45;0;0;0;1000;1449
"positiu";15;"lloguer";60;42;"casat";"reg_no";"Fix";58;130;0;0;1000;1308
"negatiu";1;"lloguer";48;47;"casat";"reg_no";"Fix";74;140;0;0;2000;2201
"positiu";0;"escriptura";60;25;"casat";"reg_no";"Fix";75;141;3500;0;1250;1350
"positiu";17;"escriptura";48;42;"casat";"reg_no";"Fix";60;127;3500;0;700;1386
"positiu";21;"escriptura";48;52;"casat";"reg_no";"Fix";60;117;3000;0;1650;2276
"positiu";13;"lloguer";36;36;"casat";"reg_si";"Fix";88;130;0;0;400;1608
"positiu";5;"escriptura";60;28;"casat";"reg_si";"Auto";75;240;3000;0;1300;1585
"positiu";18;"pares";60;33;"solter";"reg_si";"Fix";35;425;0;0;900;1320
"positiu";10;"escriptura";60;46;"casat";"reg_si";"Auto";75;800;25000;2050;2600;3190
"positiu";3;"pares";60;22;"solter";"reg_no";"Fix";35;80;0;0;1000;1500
"positiu";1;"lloguer";60;22;"solter";"reg_no";"Fix";45;95;0;0;1250;1571
"negatiu";3;"escriptura";60;23;"solter";"reg_no";"Temp";35;71;1500;0;1150;1386
"positiu";8;"altres viv";60;29;"casat";"reg_no";"Fix";45;135;0;0;1400;1680
"positiu";4;"pares";36;29;"solter";"reg_no";"Fix";35;47;0;0;400;450
"positiu";10;"pares";12;37;"casat";"reg_no";"Fix";90;250;3000;0;240;1488
"positiu";3;"altres viv";12;30;"solter";"reg_no";"Auto";35;150;0;0;920;1396
"positiu";29;"escriptura";48;52;"casat";"reg_no";"Fix";60;118;6500;0;750;1255
"positiu";12;"escriptura";48;46;"casat";"reg_no";"Fix";60;130;6000;0;1480;1883
"positiu";15;"escriptura";36;51;"casat";"reg_no";"Fix";45;125;4000;200;375;375
"positiu";5;"lloguer";60;28;"casat";"reg_no";"Auto";77;171;0;0;2500;3070
"positiu";0;"escriptura";36;33;"casat";"reg_no";"Fix";45;265;2500;1100;1400;2189
"positiu";10;"lloguer";60;39;"solter";"reg_no";"Auto";45;100;0;0;1450;1692
"negatiu";4;"lloguer";60;33;"casat";"reg_no";"Auto";82;69;0;0;2000;2216
"positiu";12;"escriptura";48;40;"casat";"reg_no";"Fix";75;293;4000;0;1298;1298
"positiu";13;"contr_privat";24;59;"vidu";"reg_no";"Fix";35;87;1200;0;425;750
"positiu";16;"escriptura";60;32;"casat";"reg_no";"Fix";45;110;6000;2000;1400;1830
"positiu";2;"escriptura";60;45;"casat";"reg_no";"Auto";75;75;2500;0;1100;1242
"negatiu";3;"altres viv";48;38;"casat";"reg_no";"Auto";75;40;3500;0;600;882
"positiu";4;"escriptura";60;26;"casat";"reg_no";"Fix";45;140;3500;1500;600;1137
"negatiu";0;"lloguer";24;29;"casat";"reg_no";"Auto";60;0;0;0;275;275
"negatiu";0;"pares";36;21;"solter";"reg_no";"Temp";45;161;2500;0;580;580
"positiu";2;"pares";6;31;"solter";"reg_no";"Fix";35;70;0;0;850;1403
"positiu";18;"escriptura";36;32;"casat";"reg_no";"Fix";75;65;2500;0;700;957
"positiu";4;"altres viv";24;40;"casat";"reg_no";"Temp";60;66;0;0;1300;1300
"negatiu";4;"lloguer";48;29;"casat";"reg_si";"Fix";42;73;0;0;579;1097
"positiu";7;"lloguer";36;33;"casat";"reg_no";"Auto";78;178;0;0;700;1033
"positiu";0;"pares";60;29;"separat";"reg_no";"Temp";35;140;0;0;763;913
"negatiu";2;"escriptura";60;57;"solter";"reg_no";"Auto";35;50;15000;0;960;962
"negatiu";2;"escriptura";60;23;"casat";"reg_no";"Fix";45;78;5000;6300;1075;1123
"negatiu";10;"escriptura";36;36;"casat";"reg_no";"Auto";75;0;10000;0;1000;1400
"positiu";11;"escriptura";60;38;"casat";"reg_no";"Auto";60;350;7500;0;1500;1800
"positiu";1;"lloguer";48;45;"casat";"reg_no";"Fix";59;140;0;0;1800;1980
"positiu";2;"escriptura";36;51;"casat";"reg_no";"Temp";75;125;4500;0;600;989
"positiu";22;"lloguer";48;42;"casat";"reg_si";"Fix";102;121;0;0;1000;1250
"positiu";0;"escriptura";60;22;"solter";"reg_no";"Temp";35;155;6500;0;1100;1646
"positiu";2;"contr_privat";48;26;"solter";"reg_no";"Fix";35;133;3000;0;1000;1114
"positiu";20;"escriptura";60;51;"casat";"reg_no";"Fix";75;117;2000;0;1000;1365
"negatiu";1;"pares";36;33;"solter";"reg_no";"Fix";35;125;0;0;600;1600
"positiu";5;"contr_privat";48;43;"casat";"reg_si";"Fix";75;136;2500;500;940;1133
"positiu";3;"escriptura";12;32;"casat";"reg_no";"Auto";75;25;3600;1800;100;550
"negatiu";11;"lloguer";36;52;"casat";"reg_no";"Fix";93;176;0;0;350;350
"positiu";20;"altres viv";12;65;"casat";"reg_si";"Auto";45;430;70000;0;1000;1321
"negatiu";1;"lloguer";60;32;"casat";"reg_no";"Fix";88;125;0;0;1200;1225
"positiu";8;"escriptura";60;29;"vidu";"reg_no";"Fix";35;79;4000;0;850;950
"negatiu";1;"lloguer";36;25;"casat";"reg_si";"Temp";69;92;0;0;475;550
"positiu";0;"pares";60;22;"casat";"reg_no";"Fix";45;176;0;0;1150;1277
"negatiu";2;"contr_privat";60;53;"casat";"reg_no";"Fix";75;85;7000;0;1050;1172
"positiu";1;"escriptura";24;47;"casat";"reg_no";"Fix";90;188;9000;0;700;1318
"positiu";2;"lloguer";48;34;"casat";"reg_no";"Auto";75;300;0;0;1700;2185
"negatiu";1;"pares";60;23;"solter";"reg_no";"Fix";35;100;0;0;1500;2610
"positiu";13;"lloguer";60;54;"casat";"reg_no";"Fix";57;120;0;0;1000;1257
"positiu";1;"pares";12;22;"solter";"reg_no";"Temp";35;60;0;0;100;600
"negatiu";1;"lloguer";48;46;"casat";"reg_no";"Fix";103;125;1500;0;1100;1408
"positiu";19;"escriptura";12;42;"casat";"reg_no";"Fix";90;464;5000;0;1100;2413
"positiu";5;"pares";60;45;"casat";"reg_si";"Fix";35;176;0;0;1000;1388
"positiu";19;"pares";60;49;"solter";"reg_no";"Fix";35;90;0;0;1600;1636
"positiu";8;"escriptura";60;28;"casat";"reg_no";"Auto";60;200;9000;0;750;850
"positiu";1;"pares";24;22;"solter";"reg_no";"Fix";35;415;0;0;700;1757
"positiu";11;"escriptura";60;27;"casat";"reg_no";"Fix";45;318;8000;3300;1350;1600
"positiu";6;"escriptura";18;33;"solter";"reg_no";"Fix";35;163;6000;0;1200;2022
"negatiu";4;"lloguer";60;52;"casat";"reg_no";"Fix";97;72;0;0;1200;1200
"positiu";2;"escriptura";60;34;"casat";"reg_no";"Fix";45;156;5000;198;1550;1550
"negatiu";0;"escriptura";36;43;"vidu";"reg_no";"Other";35;49;2000;0;400;710
"positiu";8;"escriptura";60;40;"casat";"reg_no";"Fix";75;110;3000;0;950;1286
"positiu";3;"escriptura";60;31;"casat";"reg_no";"Fix";45;140;5500;1200;900;1400
"positiu";2;"escriptura";36;31;"casat";"reg_no";"Auto";60;92;2500;850;600;1638
"negatiu";4;"lloguer";60;27;"vidu";"reg_si";"Auto";35;0;0;0;1700;1700
"positiu";6;"escriptura";24;42;"casat";"reg_no";"Temp";60;145;3000;0;500;1850
"positiu";2;"pares";60;35;"casat";"reg_no";"Fix";75;104;0;0;1200;1677
"positiu";4;"escriptura";36;42;"casat";"reg_si";"Auto";75;400;12000;0;1500;1900
"positiu";0;"escriptura";48;24;"casat";"reg_no";"Temp";45;95;5000;0;1000;1601
"positiu";5;"escriptura";6;31;"casat";"reg_no";"Auto";60;150;5000;0;300;1200
"positiu";1;"pares";12;53;"solter";"reg_no";"Fix";35;160;0;0;250;1456
"positiu";14;"escriptura";60;59;"casat";"reg_no";"Fix";60;177;10000;0;1450;1456
"positiu";12;"escriptura";48;38;"casat";"reg_no";"Fix";60;85;3000;0;500;960
"negatiu";6;"lloguer";36;49;"casat";"reg_si";"Auto";113;380;0;0;1000;1337
"positiu";13;"escriptura";60;42;"casat";"reg_no";"Fix";60;107;4000;0;1000;1359
"positiu";0;"escriptura";36;54;"casat";"reg_no";"Other";45;134;2500;0;625;801
"negatiu";2;"lloguer";60;24;"solter";"reg_no";"Fix";35;0;0;0;850;989
"positiu";21;"lloguer";60;39;"casat";"reg_no";"Fix";124;191;2000;0;2000;2536
"negatiu";0;"escriptura";60;48;"casat";"reg_no";"Temp";75;100;7000;0;1000;1129
"positiu";2;"pares";36;20;"solter";"reg_no";"Fix";35;110;0;0;500;1314
"negatiu";5;"altres viv";48;32;"casat";"reg_si";"Fix";45;225;0;0;1000;1812
"positiu";15;"pares";60;51;"casat";"reg_si";"Fix";60;100;0;0;300;1742
"positiu";35;"escriptura";48;54;"casat";"reg_no";"Fix";60;217;5000;0;1250;1455
"negatiu";3;"altres viv";36;40;"casat";"reg_si";"Fix";75;176;0;0;950;1150
"positiu";3;"escriptura";24;29;"casat";"reg_no";"Fix";45;254;6000;800;500;1900
"negatiu";3;"altres viv";60;27;"casat";"reg_no";"Fix";90;126;4000;0;1400;1800
"positiu";0;"escriptura";60;57;"casat";"reg_no";"Auto";45;200;3500;0;950;1070
"negatiu";1;"altres viv";60;36;"casat";"reg_no";"Fix";60;101;0;0;850;1098
"negatiu";10;"pares";60;31;"casat";"reg_no";"Fix";60;119;0;0;1600;1750
"positiu";0;"escriptura";48;22;"solter";"reg_no";"Fix";35;152;4000;0;1210;1325
"negatiu";0;"pares";48;40;"casat";"reg_no";"Temp";90;113;3500;0;600;710
"positiu";18;"altres viv";36;54;"casat";"reg_no";"Fix";75;119;0;0;300;1268
"negatiu";0;"lloguer";60;39;"solter";"reg_si";"Fix";35;0;0;0;2350;2679
"positiu";8;"pares";60;26;"solter";"reg_no";"Auto";35;75;7000;0;850;989
"positiu";21;"lloguer";60;36;"casat";"reg_no";"Fix";83;80;0;0;1220;1505
"negatiu";0;"pares";36;22;"casat";"reg_no";"Temp";60;137;0;0;700;900
"positiu";4;"contr_privat";36;26;"casat";"reg_no";"Fix";45;107;3000;0;700;700
"negatiu";5;"escriptura";60;36;"casat";"reg_no";"Auto";90;62;3000;0;650;1295
"negatiu";5;"escriptura";60;36;"casat";"reg_no";"Auto";90;62;3000;0;650;1295
"positiu";19;"lloguer";60;37;"casat";"reg_si";"Fix";88;125;0;0;750;970
"negatiu";4;"lloguer";60;28;"casat";"reg_no";"Fix";79;190;4000;0;1250;1250
"positiu";12;"escriptura";24;56;"casat";"reg_si";"Fix";60;124;1000;0;500;1495
"negatiu";3;"escriptura";36;35;"casat";"reg_si";"Temp";60;144;3000;0;475;690
"negatiu";0;"escriptura";60;31;"casat";"reg_si";"Fix";45;184;3500;0;1550;1679
"positiu";5;"pares";24;26;"solter";"reg_no";"Auto";35;100;0;0;800;2450
"positiu";10;"escriptura";12;34;"casat";"reg_no";"Fix";75;80;4500;3500;300;1600
"positiu";2;"lloguer";60;36;"casat";"reg_no";"Fix";58;129;0;0;1125;1575
"positiu";3;"escriptura";24;29;"casat";"reg_no";"Fix";60;225;9000;0;600;980
"positiu";13;"escriptura";48;33;"casat";"reg_no";"Fix";75;191;8000;2000;1400;1602
"positiu";2;"lloguer";24;28;"casat";"reg_no";"Fix";75;150;0;0;512;1255
"positiu";5;"contr_privat";60;24;"casat";"reg_no";"Fix";45;127;2000;0;1000;1282
"negatiu";43;"escriptura";60;57;"casat";"reg_si";"Fix";45;283;8000;0;900;1168
"positiu";15;"pares";60;34;"solter";"reg_no";"Fix";45;195;17000;0;1200;1200
"positiu";2;"escriptura";36;38;"casat";"reg_no";"Fix";45;114;3600;0;650;1100
"positiu";0;"lloguer";60;29;"solter";"reg_no";"Fix";35;0;0;0;1550;1700
"negatiu";0;"lloguer";60;36;"casat";"reg_si";"Fix";85;100;0;0;1100;1256
"positiu";0;"lloguer";36;29;"solter";"reg_no";"Temp";46;113;0;0;1100;1110
"positiu";9;"escriptura";60;47;"casat";"reg_no";"Auto";75;178;50000;0;1850;1852
"positiu";15;"escriptura";48;53;"casat";"reg_no";"Auto";75;100;17000;0;500;1114
"negatiu";3;"lloguer";36;32;"solter";"reg_no";"Auto";35;0;0;0;950;1350
"positiu";10;"escriptura";60;34;"casat";"reg_si";"Fix";60;310;3000;0;1600;1849
"negatiu";2;"altres viv";60;21;"solter";"reg_no";"Fix";35;86;0;0;1400;1600
"positiu";10;"altres viv";36;32;"solter";"reg_no";"Fix";35;139;0;0;1100;2471
"positiu";0;"escriptura";60;32;"solter";"reg_no";"Temp";35;94;7500;0;1350;1583
"positiu";1;"lloguer";36;24;"casat";"reg_no";"Fix";59;135;0;0;650;1136
"positiu";23;"contr_privat";60;51;"casat";"reg_si";"Fix";45;110;2500;0;800;1343
"positiu";3;"escriptura";48;29;"casat";"reg_no";"Fix";45;145;3500;0;700;1104
"positiu";4;"pares";54;38;"divorciat";"reg_no";"Fix";35;53;0;0;850;1129
"positiu";18;"escriptura";42;38;"casat";"reg_no";"Auto";75;229;8000;0;1700;1850
"negatiu";12;"escriptura";60;47;"casat";"reg_si";"Auto";75;285;20000;0;1440;1440
"positiu";2;"lloguer";12;34;"casat";"reg_no";"Auto";69;240;0;0;500;700
"positiu";8;"pares";60;22;"solter";"reg_no";"Fix";35;86;8000;0;1200;1214
"negatiu";24;"contr_privat";60;46;"casat";"reg_no";"Fix";60;165;3500;1300;1400;1530
"positiu";14;"escriptura";60;39;"casat";"reg_no";"Fix";105;129;3500;1200;750;1888
"positiu";2;"pares";60;28;"casat";"reg_no";"Fix";60;131;6000;0;1250;1346
"positiu";6;"VivUnkown";12;25;"solter";"reg_no";"Fix";35;69;99999999;99999999;500;1275
"positiu";9;"lloguer";60;39;"casat";"reg_no";"Fix";57;123;0;0;1000;1194
"negatiu";6;"lloguer";48;53;"separat";"reg_si";"Fix";56;208;0;0;1200;1479
"positiu";23;"escriptura";60;49;"casat";"reg_no";"Fix";60;133;2000;0;1000;1755
"positiu";3;"escriptura";24;46;"casat";"reg_no";"Auto";75;500;14000;0;500;1095
"positiu";0;"pares";36;56;"casat";"reg_si";"Fix";35;102;6000;0;1000;1606
"positiu";15;"escriptura";48;33;"casat";"reg_no";"Fix";75;150;3000;0;1000;1670
"positiu";0;"pares";60;30;"casat";"reg_no";"Fix";75;100;5000;0;1350;1896
"positiu";1;"lloguer";18;26;"solter";"reg_no";"Fix";46;110;0;0;500;600
"positiu";1;"escriptura";60;34;"casat";"reg_no";"Auto";60;0;11000;0;1400;1500
"positiu";16;"lloguer";60;36;"solter";"reg_si";"Fix";47;120;5500;1700;1650;1852
"negatiu";2;"pares";24;37;"solter";"reg_no";"Fix";35;78;0;0;800;1298
"positiu";12;"escriptura";60;26;"casat";"reg_no";"Fix";60;187;6000;1000;1100;1175
"positiu";25;"escriptura";60;62;"casat";"reg_no";"Auto";60;428;22000;0;1900;1994
"positiu";3;"lloguer";60;41;"casat";"reg_no";"Other";51;60;0;0;750;818
"negatiu";4;"escriptura";60;37;"casat";"reg_no";"Fix";75;116;3000;575;950;950
"positiu";2;"escriptura";36;32;"casat";"reg_no";"Fix";75;114;5000;0;1000;1853
"positiu";4;"escriptura";48;32;"casat";"reg_no";"Fix";45;208;6500;5000;1000;1323
"positiu";16;"escriptura";60;31;"casat";"reg_no";"Fix";75;123;4000;0;700;1698
"negatiu";0;"lloguer";48;28;"casat";"reg_no";"Temp";66;64;0;0;1100;1365
"positiu";10;"escriptura";48;37;"casat";"reg_no";"Fix";75;350;7000;0;1000;1628
"negatiu";3;"pares";36;21;"solter";"reg_no";"Fix";35;85;0;0;105;105
"positiu";5;"lloguer";24;31;"casat";"reg_no";"Fix";84;90;0;0;400;2230
"positiu";16;"lloguer";60;36;"casat";"reg_no";"Fix";100;250;0;0;1250;1816
"positiu";17;"escriptura";60;34;"casat";"reg_no";"Fix";75;173;4000;1600;933;964
"negatiu";1;"lloguer";36;25;"solter";"reg_no";"Fix";49;135;0;0;600;675
"positiu";20;"altres viv";60;36;"casat";"reg_no";"Fix";75;210;0;0;1330;1330
"positiu";7;"lloguer";60;47;"casat";"reg_no";"Fix";53;80;0;0;1350;1612
"positiu";3;"contr_privat";6;24;"solter";"reg_no";"Fix";35;173;4800;0;475;1323
"positiu";13;"escriptura";60;28;"casat";"reg_no";"Fix";60;130;5000;1500;900;1281
"positiu";10;"escriptura";36;32;"casat";"reg_no";"Fix";75;112;5000;3600;400;830
"negatiu";2;"lloguer";60;35;"casat";"reg_si";"Fix";52;70;0;0;1000;1000
"negatiu";4;"pares";36;28;"solter";"reg_no";"Fix";35;116;0;0;925;1350
"positiu";3;"escriptura";48;26;"casat";"reg_no";"Fix";45;165;4000;600;950;1490
"positiu";13;"escriptura";36;60;"casat";"reg_no";"Auto";60;116;4000;0;1000;1100
"positiu";2;"escriptura";24;57;"casat";"reg_no";"Other";45;25;2500;0;400;1034
"positiu";2;"pares";36;34;"separat";"reg_no";"Fix";35;130;4000;0;500;550
"negatiu";2;"lloguer";60;57;"casat";"reg_no";"Other";50;52;1800;0;800;866
"negatiu";0;"altres viv";24;46;"solter";"reg_si";"Fix";35;78;0;0;550;550
"positiu";1;"escriptura";60;28;"casat";"reg_no";"Other";45;148;4500;0;1300;1695
"negatiu";0;"escriptura";60;44;"casat";"reg_no";"Other";60;0;25000;0;850;972
"positiu";12;"lloguer";36;35;"casat";"reg_si";"Auto";82;74;8000;0;475;550
"positiu";1;"lloguer";60;21;"solter";"reg_no";"Fix";49;138;0;0;950;984
"negatiu";0;"escriptura";36;45;"casat";"reg_si";"Other";90;155;5000;0;300;1012
"positiu";5;"lloguer";48;31;"casat";"reg_no";"Fix";70;247;0;0;900;1039
"positiu";1;"pares";48;27;"solter";"reg_no";"Auto";35;85;0;0;650;650
"positiu";0;"escriptura";12;59;"casat";"reg_no";"Auto";45;42;4000;0;400;790
"positiu";17;"ignora_cont";60;55;"casat";"reg_no";"Fix";60;157;8000;0;1600;1600
"positiu";4;"escriptura";60;36;"casat";"reg_si";"Fix";75;236;3750;2000;1500;1615
"positiu";15;"lloguer";60;41;"casat";"reg_no";"Fix";74;137;0;0;1000;1450
"positiu";28;"escriptura";36;51;"casat";"reg_no";"Auto";60;152;10000;0;500;635
"negatiu";1;"contr_privat";60;35;"casat";"reg_no";"Auto";35;0;3000;0;1400;1411
"positiu";3;"pares";60;33;"solter";"reg_no";"Fix";35;167;10000;0;2000;2250
"negatiu";0;"lloguer";48;39;"casat";"reg_si";"Fix";153;330;0;0;1000;1260
"positiu";7;"lloguer";60;34;"solter";"reg_no";"Fix";60;250;9200;0;1500;1594
"negatiu";1;"pares";36;22;"solter";"reg_no";"Fix";35;80;8000;0;490;690
"positiu";4;"escriptura";36;25;"solter";"reg_no";"Fix";35;200;5000;0;900;1139
"positiu";35;"escriptura";48;55;"casat";"reg_no";"Auto";60;84;13000;0;1390;1390
"positiu";19;"escriptura";60;33;"casat";"reg_no";"Fix";75;200;10000;1620;1000;1671
"positiu";6;"escriptura";60;28;"casat";"reg_no";"Fix";60;187;5000;0;1500;2180
"positiu";1;"escriptura";60;24;"solter";"reg_no";"Fix";35;70;4000;0;1200;1505
"positiu";12;"escriptura";60;38;"casat";"reg_no";"Fix";75;120;5000;0;1100;1172
"positiu";0;"escriptura";60;30;"casat";"reg_no";"Fix";45;80;2000;200;1000;1331
"negatiu";15;"lloguer";24;47;"casat";"reg_si";"Auto";79;41;7000;0;1200;2257
"negatiu";3;"lloguer";60;31;"casat";"reg_si";"Fix";81;57;0;0;1400;1475
"negatiu";5;"pares";36;26;"solter";"reg_no";"Auto";35;0;5000;3000;1200;2140
"positiu";0;"pares";48;21;"solter";"reg_no";"Fix";35;70;0;0;1250;1365
"negatiu";0;"lloguer";48;27;"casat";"reg_no";"Auto";70;250;0;0;860;970
